chr10	PYROXD2	100148110	100148265	-
chr10	HPS1	100189547	100189646	-
chr10	HPSE2	100221506	100221576	-
chr10	HPSE2	100503639	100503813	-
chr10	HPSE2	100903994	100904156	-
chr10	CNNM1	101128374	101128437	+
chr10	CNNM1	101147908	101148058	+
chr10	ENTPD7	101420056	101420239	+
chr10	CUTC	101510125	101510153	+
chr10	DNMBP	101654317	101654418	-
chr10	DNMBP	101656023	101656154	-
chr10	ERLIN1	101943512	101943594	-
chr10	CWF19L1	101996606	101996726	-
chr10	CWF19L1	102016018	102016233	-
chr10	CWF19L1	102019974	102020076	-
chr10	BLOC1S2	102042662	102042770	-
chr10	SEC31B	102249764	102250079	-
chr10	SEC31B	102259866	102259916	-
chr10	SEC31B	102261410	102261467	-
chr10	SEC31B	102267181	102267324	-
chr10	SEC31B	102268217	102268226	-
chr10	SEC31B	102269072	102269268	-
chr10	SEC31B	102283733	102283896	-
chr10	SEC31B	102286155	102286311	-
chr10	PAX2	102546699	102546768	+
chr10	PAX2	102584658	102584741	+
chr10	MRPL43	102743704	102743831	-
chr10	SEMA4G	102743061	102744114	+
chr10	MRPL43	102746505	102746732	-
chr10	BTRC	103190101	103190209	+
chr10	BTRC	103221737	103221815	+
chr10	POLL	103344634	103344676	-
chr10	POLL	103345072	103345235	-
chr10	POLL	103345618	103345913	-
chr10	POLL	103346878	103346957	-
chr10	POLL	103347002	103347163	-
chr10	FGF8	103534886	103534973	-
chr10	FGF8	103535496	103535533	-
chr10	MGEA5	103553669	103553755	-
chr10	MGEA5	103559998	103560157	-
chr10	MGEA5	103563491	103563776	-
chr10	MGEA5	103569940	103570071	-
chr10	KCNIP2	103587907	103588015	-
chr10	KCNIP2	103588145	103588216	-
chr10	KCNIP2	103588157	103588216	-
chr10	KCNIP2	103588575	103588603	-
chr10	KCNIP2	103589600	103589654	-
chr10	KCNIP2	103589600	103589699	-
chr10	KCNIP2	103590828	103590924	-
chr10	C10orf76	103699619	103699695	-
chr10	PPRC1	103904006	103904064	+
chr10	GTPBP4	1041868	1041972	+
chr10	TMEM180	104229348	104229640	+
chr10	TMEM180	104230421	104230874	+
chr10	ACTR1A	104248819	104248895	-
chr10	ACTR1A	104250305	104250370	-
chr10	SUFU	104377046	104377185	+
chr10	SFXN2	104484692	104484753	+
chr10	SFXN2	104489075	104489151	+
chr10	CNNM2	104831530	104831596	+
chr10	NT5C2	104860419	104860700	-
chr10	NT5C2	104865114	104865138	-
chr10	NT5C2	104934614	104934739	-
chr10	NT5C2	104940987	104941085	-
chr10	PCGF6	105099258	105099378	-
chr10	TAF5	105145082	105145247	+
chr10	USMG5	105153955	105154151	-
chr10	USMG5	105155502	105155789	-
chr10	SH3PXD2A	105382226	105382310	-
chr10	SH3PXD2A	105428365	105428410	-
chr10	SH3PXD2A	105433195	105433314	-
chr10	SLK	105770573	105770666	+
chr10	COL17A1	105833941	105833989	-
chr10	WDR96	105906020	105906107	-
chr10	GSTO1	106022736	106022835	+
chr10	GSTO2	106039127	106039229	+
chr10	GSTO2	106057335	106057442	+
chr10	SORCS3	106977601	106977723	+
chr10	IDI2-AS1	1081229	1081362	+
chr10	IDI2-AS1	1081229	1081446	+
chr10	IDI2-AS1	1081753	1081916	+
chr10	SORCS1	108338848	108339009	-
chr10	IDI1	1089938	1090111	-
chr10	LINC00710	10987987	10988057	-
chr10	LINC00710	10989408	10989519	-
chr10	XPNPEP1	111635285	111635357	-
chr10	XPNPEP1	111652769	111652833	-
chr10	XPNPEP1	111674768	111674857	-
chr10	LOC100505933	111711601	111711723	-
chr10	ADD3	111892062	111892158	+
chr10	MXI1	112004585	112004615	+
chr10	MXI1	112020756	112020903	+
chr10	WDR37	1123846	1123943	+
chr10	CELF2	11259387	11259470	+
chr10	PDCD4	112636427	112636511	+
chr10	BBIP1	112661295	112661370	-
chr10	BBIP1	112667437	112667594	-
chr10	BBIP1	112677878	112677971	-
chr10	SHOC2	112711365	112711550	+
chr10	SHOC2	112723882	112724819	+
chr10	SHOC2	112745385	112745523	+
chr10	CELF2	11308560	11308640	+
chr10	CELF2	11362819	11362861	+
chr10	ACSL5	114170015	114170097	+
chr10	ACSL5	114186545	114186617	+
chr10	TCF7L2	114724314	114724383	+
chr10	TCF7L2	114799783	114799885	+
chr10	TCF7L2	114849155	114849299	+
chr10	TCF7L2	114849158	114849299	+
chr10	TCF7L2	114893835	114893949	+
chr10	TCF7L2	114918425	114918476	+
chr10	TCF7L2	114919678	114919751	+
chr10	TCF7L2	114920377	114920450	+
chr10	TCF7L2	114921337	114921362	+
chr10	HABP2	115332418	115332490	+
chr10	HABP2	115341634	115341890	+
chr10	NRAP	115351952	115352060	-
chr10	NRAP	115402692	115402797	-
chr10	CASP7	115451722	115451829	+
chr10	CASP7	115451755	115451829	+
chr10	PLEKHS1	115536882	115537018	+
chr10	C10orf118	115885644	115885864	-
chr10	C10orf118	115887219	115887430	-
chr10	C10orf118	115932899	115933024	-
chr10	TDRD1	115963831	115963975	+
chr10	TDRD1	115971624	115971795	+
chr10	TDRD1	115978172	115978343	+
chr10	TDRD1	115986830	115987058	+
chr10	VWA2	116014673	116014807	+
chr10	VWA2	116048108	116048290	+
chr10	AFAP1L2	116060203	116060449	-
chr10	AFAP1L2	116079320	116079404	-
chr10	AFAP1L2	116085640	116085799	-
chr10	ABLIM1	116199840	116199848	-
chr10	ABLIM1	116207638	116207779	-
chr10	ABLIM1	116207638	116207785	-
chr10	ABLIM1	116213137	116213242	-
chr10	ABLIM1	116233637	116233715	-
chr10	ABLIM1	116245055	116245139	-
chr10	ATRNL1	116888170	116888272	+
chr10	ATRNL1	117093791	117093929	+
chr10	ECHDC3	11794135	11794253	+
chr10	GFRA1	117971142	117971157	-
chr10	ENO4	118633586	118633712	+
chr10	KIAA1598	118738766	118738819	-
chr10	EMX2	119305142	119305327	+
chr10	RAB11FIP2	119793492	119793552	-
chr10	CASC2	119966033	119966133	+
chr10	FAM204A	120101238	120101439	-
chr10	SFXN4	120901764	120901885	-
chr10	SFXN4	120920566	120920593	-
chr10	GRK5	121150656	121150795	+
chr10	GRK5	121201510	121201600	+
chr10	TIAL1	121339982	121340050	-
chr10	TIAL1	121339982	121340358	-
chr10	SEC23IP	121657938	121658471	+
chr10	SEC23IP	121689840	121689943	+
chr10	SEC61A2	12178103	12178169	+
chr10	SEC61A2	12184431	12184564	+
chr10	SEC61A2	12209751	12209892	+
chr10	PPAPDC1A	122273422	122273513	+
chr10	PPAPDC1A	122334642	122334813	+
chr10	WDR11	122626577	122626681	+
chr10	FGFR2	123276832	123276977	-
chr10	FGFR2	123278195	123278343	-
chr10	FGFR2	123324015	123324093	-
chr10	FGFR2	123324951	123325218	-
chr10	ADARB2	1233787	1233859	-
chr10	ATE1	123661905	123662135	-
chr10	ATE1	123673304	123673408	-
chr10	ATE1	123681863	123681926	-
chr10	ATE1	123683780	123683844	-
chr10	TACC2	123903086	123903221	+
chr10	TACC2	123969388	123969484	+
chr10	TACC2	123972856	123972892	+
chr10	TACC2	123988860	123989001	+
chr10	TACC2	123989865	123989955	+
chr10	PLEKHA1	124187791	124187936	+
chr10	DMBT1	124343837	124343867	+
chr10	FAM24B-CUZD1	124600693	124600844	-
chr10	IKZF5	124765755	124765863	-
chr10	IKZF5	124766541	124766692	-
chr10	ACADSB	124797262	124797363	+
chr10	BUB3	124914433	124914628	+
chr10	BUB3	124914466	124914628	+
chr10	CPXM2	125528972	125529090	-
chr10	OAT	126100541	126100769	-
chr10	LHPP	126205748	126205840	+
chr10	METTL10	126450868	126451127	-
chr10	C10orf137	127417571	127417673	+
chr10	BCCIP	127519130	127519220	+
chr10	DHX32	127542529	127542772	-
chr10	FANK1	127661941	127662064	+
chr10	FANK1	127677848	127677926	+
chr10	C10orf90	128153264	128153555	-
chr10	C10orf90	128158320	128158728	-
chr10	FAM196A	128952115	128952187	-
chr10	PTPRE	129763091	129763262	+
chr10	PTPRE	129854386	129854477	+
chr10	PTPRE	129877823	129877959	+
chr10	MKI67	129913191	129914271	-
chr10	OPTN	13150137	13150289	+
chr10	OPTN	13150961	13151015	+
chr10	TCERG1L	132962264	132962382	-
chr10	SEPHS1	13364002	13364065	-
chr10	SEPHS1	13364834	13365047	-
chr10	PPP2R2D	133748397	133748510	+
chr10	SEPHS1	13386757	13387028	-
chr10	JAKMIP3	133983359	133983756	+
chr10	STK32C	134022798	134022868	-
chr10	LRRC27	134155716	134155775	+
chr10	LRRC27	134162466	134162561	+
chr10	LRRC27	134179802	134180181	+
chr10	ADAM8	135077191	135077269	-
chr10	ADAM8	135083400	135083478	-
chr10	ADAM8	135088987	135089091	-
chr10	TUBGCP2	135110824	135110908	-
chr10	TUBGCP2	135116295	135116484	-
chr10	PAOX	135193502	135193989	+
chr10	PAOX	135196355	135196443	+
chr10	PAOX	135197463	135197716	+
chr10	PAOX	135197473	135197716	+
chr10	PAOX	135203093	135203251	+
chr10	LOC619207	135279378	135279428	+
chr10	CYP2E1	135341984	135342144	+
chr10	CYP2E1	135345088	135345238	+
chr10	CYP2E1	135347259	135347401	+
chr10	BEND7	13542509	13542679	-
chr10	FRMD4A	14430679	14430902	-
chr10	FAM107B	14595320	14595386	-
chr10	HSPA14	14884132	14884845	+
chr10	SUV39H2	14923498	14923644	+
chr10	DCLRE1C	14953188	14953329	-
chr10	DCLRE1C	14968841	14968896	-
chr10	DCLRE1C	14978536	14978592	-
chr10	DCLRE1C	14984112	14984239	-
chr10	DCLRE1C	14984112	14984434	-
chr10	DCLRE1C	14987103	14987188	-
chr10	DCLRE1C	14987433	14987564	-
chr10	DCLRE1C	14989523	14989608	-
chr10	DCLRE1C	14991034	14991086	-
chr10	OLAH	15098822	15098981	+
chr10	RPP38	15144216	15144335	+
chr10	NMT2	15182985	15183028	-
chr10	ITGA8	15713601	15713646	-
chr10	FAM188A	15880226	15880278	-
chr10	PTER	16479355	16479489	+
chr10	PTER	16509130	16509209	+
chr10	PTER	16526335	16526815	+
chr10	PTER	16547018	16547159	+
chr10	RSU1	16858971	16859083	-
chr10	CUBN	16917532	16917596	-
chr10	TRDMT1	17203481	17203547	-
chr10	TRDMT1	17204164	17204236	-
chr10	TRDMT1	17210839	17210916	-
chr10	TRDMT1	17211308	17211538	-
chr10	ST8SIA6	17369012	17369125	-
chr10	SLC39A12	18242119	18242466	+
chr10	SLC39A12	18282109	18282220	+
chr10	SLC39A12	18282112	18282220	+
chr10	CACNB2	18803164	18803298	+
chr10	CACNB2	18803439	18803459	+
chr10	CACNB2	18803908	18803970	+
chr10	PLXDC2	20335797	20335944	+
chr10	PLXDC2	20500597	20500658	+
chr10	MLLT10	21827761	21827841	+
chr10	MLLT10	21830191	21830290	+
chr10	MLLT10	21840744	21840850	+
chr10	MLLT10	21846549	21846753	+
chr10	MLLT10	21860903	21860955	+
chr10	MLLT10	21875222	21875277	+
chr10	MLLT10	21971153	21971186	+
chr10	MLLT10	21977419	21977467	+
chr10	MLLT10	21997516	21997586	+
chr10	MLLT10	22027357	22027489	+
chr10	DNAJC1	22217434	22217481	-
chr10	SPAG6	22676751	22676925	+
chr10	SPAG6	22699959	22700105	+
chr10	SPAG6	22701373	22701452	+
chr10	PIP4K2A	22857941	22857983	-
chr10	ARMC3	23235072	23235190	+
chr10	ZMYND11	243850	243945	+
chr10	KIAA1217	24783428	24783533	+
chr10	KIAA1217	24825702	24825822	+
chr10	KIAA1217	24831621	24831699	+
chr10	KIAA1217	24831811	24833410	+
chr10	ARHGAP21	24879134	24879408	-
chr10	ARHGAP21	24911661	24911691	-
chr10	PRTFDC1	25140316	25140393	-
