chr10	Myb	21144968	21145325	-
chr17	Tnfrsf12a	23676518	23676623	-
chr3	Tsc22d2	58428227	58428299	+
chr3	Tsc22d2	58437316	58437475	+
chr2	Ergic3	156015376	156015391	+
chr15	Nadk2	9091174	9091258	+
chr15	Nadk2	9098808	9098874	+
chr11	Cntrob	69321848	69321933	-
chr1	Atg16l1	87774812	87774869	+
chr1	Atg16l1	87775080	87775128	+
chr5	Alox5ap	149279175	149279246	+
chr1	Sec16b	157507385	157507553	+
chr9	Foxred1	35207891	35207986	-
chr9	Casp4	5322819	5322917	+
chr11	Mis12	71020005	71020189	+
chr13	Zfp708	67074085	67074181	-
chr7	Slc7a9	35449348	35449454	+
chr9	Gtf2a2	70017072	70017191	+
chr9	Gtf2a2	70018679	70018818	+
chr9	Gtf2a2	70019388	70019515	+
chr5	Epha5	84117560	84117626	-
chr5	Epha5	84233582	84233918	-
chr5	Epha5	84237398	84237554	-
chr10	Dgka	128731323	128731412	-
chr4	Lingo2	35765049	35765156	-
chr4	Lingo2	36122140	36122180	-
chr4	Lingo2	36409700	36409783	-
chr13	Tmem161b	84251229	84251333	+
chr9	Ip6k1	108031998	108032209	+
chr9	Ip6k1	108045006	108045022	+
chr9	Ip6k1	108045245	108045313	+
chr7	Gas2	51896306	51896518	+
chr12	G2e3	51363951	51364020	+
chr3	Mccc1os	36004971	36005047	+
chr4	Epb41	131937014	131937464	-
chr4	Epb41	131955527	131955578	-
chr4	Epb41	131962923	131962986	-
chr4	Epb41	131964130	131964187	-
chr4	Epb41	132006042	132006123	-
chr10	Gm20139	19191039	19191251	+
chr9	Zfp426	20486329	20486437	-
chr9	Zfp426	20490680	20491482	-
chr1	Rab3gap2	185281650	185281740	+
chr15	Hoxc4	103035266	103035315	+
chr3	Rfx5	94954762	94954789	+
chr2	Hnf4a	163536922	163537058	+
chr12	Pacs2	113045477	113045567	+
chr2	Abhd12	150837351	150837434	-
chr4	Astn2	66119056	66119212	-
chr19	Oosp3	11699351	11699530	+
chr13	Mtr	12199045	12199144	-
chr13	Mtr	12249844	12249914	-
chr10	Pym1	128750282	128750337	+
chr10	Zbtb24	41462278	41462360	+
chr8	Tubgcp3	12649689	12649822	-
chr10	Rdh16	127811053	127811312	+
chr3	Ankrd13c	157972999	157973045	+
chr10	Sobp	43074592	43074688	-
chr10	Os9	127096914	127097079	-
chr16	Dscam	96597793	96597856	-
chr11	Stat5a	100881737	100881789	+
chr18	Kcnn2	45592005	45592424	+
chr7	Sphk2	45716992	45717063	-
chrX	Nhs	161849474	161849537	-
chr11	Ncor1	62349352	62349493	-
chr11	Ncor1	62349394	62349493	-
chr11	Ncor1	62359760	62359934	-
chr11	Ncor1	62403435	62403462	-
chr11	Rapgef6	54651748	54651763	+
chr11	Rapgef6	54671654	54671678	+
chr11	Rapgef6	54694269	54694572	+
chr7	Pde2a	101461479	101461541	+
chr19	Mamdc2	23363709	23363966	-
chr17	Brd2	34116597	34116689	-
chr5	Clock	76235765	76235855	-
chr1	Tmem237	59116841	59116904	-
chr19	Tmem180	46371935	46372107	+
chr6	Wbp11	136820506	136820698	-
chr13	Hecw1	14434433	14434491	-
chr10	Gli1	127338662	127338781	-
chr6	Aup1	83055128	83055279	+
chr3	Fdps	89100920	89101136	-
chr4	Nfib	82310302	82310391	-
chr4	Nfib	82310302	82310391	-
chr15	Utp23	51881015	51881190	+
chr15	Smgc	91854551	91854650	+
chr1	Pms1	53290378	53290423	-
chr9	Bnip2	70004305	70004341	+
chr6	Casc1	145175402	145175459	-
chr6	Casc1	145176171	145176285	-
chr6	Casc1	145205241	145205323	-
chr10	Sycp3	88466438	88466556	+
chr1	Camsap2	136297283	136297316	-
chr8	Ddx60	61928988	61929094	+
chr5	Ep400	110740181	110740289	-
chr5	Ep400	110753803	110753914	-
chr5	Ep400	110768310	110768412	-
chr9	Gk5	96129000	96129094	+
chr17	Yipf4	74490480	74490712	+
chr12	Vrk1	106071569	106071641	+
chr12	Vrk1	106073618	106073678	+
chr14	Cln5	103071997	103072115	+
chr2	Psmf1	151734221	151734304	-
chr2	Psmf1	151735473	151735626	-
chr6	Klrc2	129659304	129659379	-
chr4	Fam214b	43034942	43035001	-
chr13	Rhobtb3	75874453	75874545	-
chr16	Dnaja3	4694363	4694516	+
chr16	Dnaja3	4705843	4705960	+
chr7	Cln3	126580792	126580864	-
chr2	Ptpmt1	90916853	90916911	-
