chr7	Cd19	126412070	126412178	126412070	126412181	-
chr7	Lrrc27	139227966	139228066	139227919	139228066	+
chr2	Ergic3	156016705	156016802	156016687	156016802	+
chr9	Foxred1	35204220	35205123	35204220	35205141	-
chr9	Casp4	5321425	5321512	5321257	5321512	+
chr17	Phf1	26935064	26935154	26935053	26935154	+
chr17	Phf1	26936522	26936680	26936511	26936680	+
chr17	Phf1	26937056	26937134	26937053	26937134	+
chr13	Zfp708	67074832	67074916	67074832	67074959	-
chr9	Dnmt1	20940475	20940551	20940475	20940554	-
chr1	Capn8	182628598	182628715	182628533	182628715	+
chr5	Epha5	84142277	84142380	84142277	84142383	-
chrX	Eda2r	97371158	97371255	97371158	97371300	-
chr10	Dgka	128743795	128743992	128743795	128744040	-
chr1	Cdk15	59258705	59258797	59258702	59258797	+
chr7	Fes	80382312	80382390	80382312	80382396	-
chr13	Tmem161b	84282748	84282862	84282710	84282862	+
chr14	Cenpj	56549423	56549556	56549423	56549577	-
chr4	Epb41	131967787	131967972	131967787	131967975	-
chr9	Zfp426	20468548	20471245	20468548	20471248	-
chr9	Zfp426	20478132	20478158	20478132	20478254	-
chr13	Arrdc3	80891487	80891642	80891449	80891642	+
chr12	Pacs2	113061077	113061211	113061072	113061211	+
chr19	Loxl4	42604131	42604315	42604131	42604318	-
chr4	Astn2	65911659	65911785	65911659	65911797	-
chr4	Trim32	65613131	65616240	65613128	65616240	+
chr10	Zbtb24	41455677	41455756	41455672	41455756	+
chr8	Tubgcp3	12648620	12648787	12648620	12649822	-
chr3	Mccc1	35964326	35964464	35964326	35964480	-
chr10	Cyp27b1	127049064	127049255	127049038	127049255	+
chr11	Ncor1	62327105	62327246	62327105	62327249	-
chr11	Ncor1	62338858	62339065	62338858	62339068	-
chr11	Ncor1	62373075	62373454	62373075	62373574	-
chr11	Ncor1	62373075	62373454	62373075	62373622	-
chr11	Ncor1	62373075	62373574	62373075	62373622	-
chr7	Pde2a	101503298	101503410	101503286	101503410	+
chr2	Rabgap1	37469515	37469576	37469376	37469576	+
chr10	Slc39a3	81034917	81035005	81034917	81035009	-
chr5	Clock	76229357	76229560	76229357	76229563	-
chr5	Clock	76254373	76254441	76254373	76254463	-
chr7	Ric3	109047950	109048093	109047950	109048096	-
chr7	Ric3	109056743	109056816	109056743	109056905	-
chr6	Aup1	83057275	83057394	83057213	83057394	+
chr5	Srrt	137295986	137296092	137295986	137296113	-
chr5	Srrt	137296217	137296307	137296217	137296319	-
chr19	Cyp2c68	39739052	39739189	39739052	39739202	-
chr11	Vps25	101254942	101254996	101254918	101254996	+
chr11	Vps25	101258909	101259547	101258769	101259547	+
chr5	Tacc3	33667063	33667167	33667042	33667167	+
chr1	Camsap2	136274800	136274873	136274800	136274900	-
chr3	Ecm1	95737012	95737054	95737012	95737057	-
chr3	Ecm1	95738011	95738113	95738011	95738116	-
chr5	Ep400	110668549	110668724	110668549	110668745	-
chr1	Mcmdc2	9912155	9912173	9912113	9912173	+
chrX	Heph	96497973	96498056	96497847	96498056	+
chrX	Heph	96573570	96574484	96573567	96574484	+
chr12	Vrk1	106055807	106055910	106055801	106055910	+
chr2	Gdap1l1	163446033	163446226	163445980	163446226	+
chr4	Fam214b	43034658	43034761	43034658	43034764	-
chr10	Fam207a	77489997	77490063	77489997	77490066	-
chr16	Ppil2	17086555	17087115	17086555	17087213	-
chr4	Gne	44052770	44052979	44052770	44052983	-
chr7	Saa1	46742431	46742523	46742431	46742526	-
chr12	Esyt2	116342075	116342252	116342044	116342252	+
chr8	Ikbkb	22669606	22669725	22669606	22669730	-
chr2	Xrn2	147028196	147028250	147028092	147028250	+
chr1	Als2cr12	58679863	58679993	58679863	58679997	-
chr16	Apod	31314398	31314464	31314398	31314468	-
chr6	Tmtc1	148249487	148249585	148249487	148249590	-
chr12	Psma3	70983323	70983442	70983318	70983442	+
chr17	Csnk2b	35117695	35117885	35117695	35117922	-
chr1	Prrc2c	162723109	162723281	162723109	162723287	-
chr4	Morn1	155128682	155128800	155128678	155128800	+
chr6	Gimap1	48741325	48741417	48741319	48741417	+
chr11	Mif4gd	115609060	115609096	115609060	115609153	-
chr11	Mif4gd	115609538	115609589	115609538	115609648	-
chr11	Ankrd36	5632138	5632209	5632135	5632209	+
chr7	Wdr62	30242745	30242877	30242745	30242935	-
chr1	2810459M11Rik	86048590	86048701	86048587	86048701	+
chr5	Gigyf1	137524653	137524841	137524650	137524841	+
chr6	Sgce	4677162	4677197	4677162	4677233	-
chr4	Slfnl1	120534947	120535475	120534944	120535475	+
chrX	Sytl4	133962124	133962270	133962124	133962297	-
chr1	Plcd4	74562054	74562223	74562020	74562223	+
chr1	Plcd4	74565287	74565367	74565259	74565367	+
chr7	Eps8l1	4477333	4477459	4477329	4477459	+
chr11	Ctc1	69022392	69022614	69022376	69022614	+
chr11	Ctc1	69031413	69031604	69031410	69031604	+
chr11	Ctc1	69033390	69033541	69033366	69033541	+
chr4	Macf1	123368820	123368832	123368820	123368835	-
chrX	Tenm1	42849028	42849175	42849028	42849178	-
chr4	Frem1	82940315	82940727	82940315	82940780	-
chr4	Frem1	82991406	82991574	82991406	82991631	-
chr4	Ccnl2	155820328	155820428	155818538	155820428	+
chr2	Sgk2	162995689	162995818	162995686	162995818	+
chrX	Ogt	101643005	101643156	101642975	101643156	+
chr6	1700034J05Rik	146951300	146952497	146951300	146952500	-
